nama_channel,kategori,judul,judul_clean,judul_lower,judul_tokenized
@OfficialiNews,News,Kebakaran Kapal Pengangkut BBM | iNews Sore (29/12),Kebakaran Kapal Pengangkut BBM iNews Sore (29/12),kebakaran kapal pengangkut bbm inews sore (29/12),kebakaran kapal pengangkut bbm inews sore ( 29/12 )
@OfficialiNews,News,Enam Desa di Tapanulis Tengah Masih Terisolir Pascabanjir Bandang | iNews Sore (29/12),Enam Desa di Tapanulis Tengah Masih Terisolir Pascabanjir Bandang iNews Sore (29/12),enam desa di tapanulis tengah masih terisolir pascabanjir bandang inews sore (29/12),enam desa di tapanulis tengah masih terisolir pascabanjir bandang inews sore ( 29/12 )
@OfficialiNews,News,"Libur Nataru, Lokasi Wisata & Kuliner di Berbagai Daerah Diserbu Wisatawan | iNews Sore (29/12)","Libur Nataru, Lokasi Wisata Kuliner di Berbagai Daerah Diserbu Wisatawan iNews Sore (29/12)","libur nataru, lokasi wisata kuliner di berbagai daerah diserbu wisatawan inews sore (29/12)","libur nataru , lokasi wisata kuliner di berbagai daerah diserbu wisatawan inews sore ( 29/12 )"
@OfficialiNews,News,"Unjuk Rasa Buruh, Tuntut Revisi UMP Jakarta | iNews Sore (29/12)","Unjuk Rasa Buruh, Tuntut Revisi UMP Jakarta iNews Sore (29/12)","unjuk rasa buruh, tuntut revisi ump jakarta inews sore (29/12)","unjuk rasa buruh , tuntut revisi ump jakarta inews sore ( 29/12 )"
@OfficialiNews,News,Viral Pengantin Pria di Bantul Rela Gendong Pasangannya ke Pelaminan Gegara Banjir,Viral Pengantin Pria di Bantul Rela Gendong Pasangannya ke Pelaminan Gegara Banjir,viral pengantin pria di bantul rela gendong pasangannya ke pelaminan gegara banjir,viral pengantin pria di bantul rela gendong pasangannya ke pelaminan gegara banjir
@OfficialiNews,News,Ibu Histeris! Anak Pelatih Valencia FC Ditemukan | iNews Sore (29/12),Ibu Histeris! Anak Pelatih Valencia FC Ditemukan iNews Sore (29/12),ibu histeris! anak pelatih valencia fc ditemukan inews sore (29/12),ibu histeris ! anak pelatih valencia fc ditemukan inews sore ( 29/12 )
@OfficialiNews,News,"Tragis! Tragedi Kebakaran Panti Jompo, 16 Lansia Jadi Korban | iNews Sore (29/12)","Tragis! Tragedi Kebakaran Panti Jompo, 16 Lansia Jadi Korban iNews Sore (29/12)","tragis! tragedi kebakaran panti jompo, 16 lansia jadi korban inews sore (29/12)","tragis ! tragedi kebakaran panti jompo , 16 lansia jadi korban inews sore ( 29/12 )"
@OfficialiNews,News,Pemerintah Pastikan Stok BBM & LPG Aman | iNews Sore (29/12),Pemerintah Pastikan Stok BBM LPG Aman iNews Sore (29/12),pemerintah pastikan stok bbm lpg aman inews sore (29/12),pemerintah pastikan stok bbm lpg aman inews sore ( 29/12 )
@OfficialiNews,News,Generasi Cerdas Anak Bangsa | iNews Sore (29/12),Generasi Cerdas Anak Bangsa iNews Sore (29/12),generasi cerdas anak bangsa inews sore (29/12),generasi cerdas anak bangsa inews sore ( 29/12 )
@OfficialiNews,News,"Presiden Prabowo: Bencana, Kita Hadapi Bersama | Rakyat Bersuara","Presiden Prabowo: Bencana, Kita Hadapi Bersama Rakyat Bersuara","presiden prabowo: bencana, kita hadapi bersama rakyat bersuara","presiden prabowo : bencana , kita hadapi bersama rakyat bersuara"
@OfficialiNews,News,"Keadilan untuk Nenek Elina di Surabaya, Polisi Bidik Tersangka! | Headline iNews","Keadilan untuk Nenek Elina di Surabaya, Polisi Bidik Tersangka! Headline iNews","keadilan untuk nenek elina di surabaya, polisi bidik tersangka! headline inews","keadilan untuk nenek elina di surabaya , polisi bidik tersangka ! headline inews"
@OfficialiNews,News,"Ekonomi Mulai Bangkit, Pemerintah Percepat Pemulihan Pasar Pascabencana di Sumatra | iNews Terkini","Ekonomi Mulai Bangkit, Pemerintah Percepat Pemulihan Pasar Pascabencana di Sumatra iNews Terkini","ekonomi mulai bangkit, pemerintah percepat pemulihan pasar pascabencana di sumatra inews terkini","ekonomi mulai bangkit , pemerintah percepat pemulihan pasar pascabencana di sumatra inews terkini"
@OfficialiNews,News,TERBARU! Pemerintah Sebut Hampir Semua RSUD Terdampak Bencana Sumatra Sudah Beroperasi,TERBARU! Pemerintah Sebut Hampir Semua RSUD Terdampak Bencana Sumatra Sudah Beroperasi,terbaru! pemerintah sebut hampir semua rsud terdampak bencana sumatra sudah beroperasi,terbaru ! pemerintah sebut hampir semua rsud terdampak bencana sumatra sudah beroperasi
@OfficialiNews,News,"Kejar Target, TNI AD Ungkap Bangun Puluhan Jembatan Bailey Siang-Malam | iNews Terkini","Kejar Target, TNI AD Ungkap Bangun Puluhan Jembatan Bailey Siang-Malam iNews Terkini","kejar target, tni ad ungkap bangun puluhan jembatan bailey siang-malam inews terkini","kejar target , tni ad ungkap bangun puluhan jembatan bailey siang-malam inews terkini"
@OfficialiNews,News,KSAD Apresiasi Kinerja Media Soal Pemberitaan Penanganan Bencana Sumatra | iNews Terkini,KSAD Apresiasi Kinerja Media Soal Pemberitaan Penanganan Bencana Sumatra iNews Terkini,ksad apresiasi kinerja media soal pemberitaan penanganan bencana sumatra inews terkini,ksad apresiasi kinerja media soal pemberitaan penanganan bencana sumatra inews terkini
@OfficialiNews,News,Waspada! BMKG Perkirakan Bulan Januari Bakal Jadi Puncak Musim Hujan di Daerah Jawa | iNews Terkini,Waspada! BMKG Perkirakan Bulan Januari Bakal Jadi Puncak Musim Hujan di Daerah Jawa iNews Terkini,waspada! bmkg perkirakan bulan januari bakal jadi puncak musim hujan di daerah jawa inews terkini,waspada ! bmkg perkirakan bulan januari bakal jadi puncak musim hujan di daerah jawa inews terkini
@OfficialiNews,News,Electronic Transaction Perporation Agent (E-TRAPT) |SAL (29/12),Electronic Transaction Perporation Agent (E-TRAPT) SAL (29/12),electronic transaction perporation agent (e-trapt) sal (29/12),electronic transaction perporation agent ( e-trapt ) sal ( 29/12 )
@OfficialiNews,News,Eks PM Malaysia Najib Razak Divonis 15 Tahun Penjara |FULL iNews Siang (29/12),Eks PM Malaysia Najib Razak Divonis 15 Tahun Penjara FULL iNews Siang (29/12),eks pm malaysia najib razak divonis 15 tahun penjara full inews siang (29/12),eks pm malaysia najib razak divonis 15 tahun penjara full inews siang ( 29/12 )
@OfficialiNews,News,Seskab Teddy Tanggapi Pihak yang Bandingkan Penanganan Bencana Sumatra dengan Pemerintah Sebelumnya,Seskab Teddy Tanggapi Pihak yang Bandingkan Penanganan Bencana Sumatra dengan Pemerintah Sebelumnya,seskab teddy tanggapi pihak yang bandingkan penanganan bencana sumatra dengan pemerintah sebelumnya,seskab teddy tanggapi pihak yang bandingkan penanganan bencana sumatra dengan pemerintah sebelumnya
@OfficialiNews,News,Seskab Teddy Cerita Presiden Prabowo Kirim Helikopter Pribadi ke Mualem untuk Bencana Aceh,Seskab Teddy Cerita Presiden Prabowo Kirim Helikopter Pribadi ke Mualem untuk Bencana Aceh,seskab teddy cerita presiden prabowo kirim helikopter pribadi ke mualem untuk bencana aceh,seskab teddy cerita presiden prabowo kirim helikopter pribadi ke mualem untuk bencana aceh
@OfficialiNews,News,Indonesia Files 2025: Rangkuman Peristiwa Seputar Ekonomi Sepanjang Tahun 2025 |iNews Siang 29/12,Indonesia Files 2025: Rangkuman Peristiwa Seputar Ekonomi Sepanjang Tahun 2025 iNews Siang 29/12,indonesia files 2025: rangkuman peristiwa seputar ekonomi sepanjang tahun 2025 inews siang 29/12,indonesia files 2025 : rangkuman peristiwa seputar ekonomi sepanjang tahun 2025 inews siang 29/12
@OfficialiNews,News,Pertamina Patra Niaga Siaga Hadapi Libur Natal dan Tahun Baru |iNews Siang (29/12),Pertamina Patra Niaga Siaga Hadapi Libur Natal dan Tahun Baru iNews Siang (29/12),pertamina patra niaga siaga hadapi libur natal dan tahun baru inews siang (29/12),pertamina patra niaga siaga hadapi libur natal dan tahun baru inews siang ( 29/12 )
@OfficialiNews,News,"Tumpukan Sampah Menggunung, Tangsel Tetapkan Status Darurat Sampah | iNews Siang (29/12)","Tumpukan Sampah Menggunung, Tangsel Tetapkan Status Darurat Sampah iNews Siang (29/12)","tumpukan sampah menggunung, tangsel tetapkan status darurat sampah inews siang (29/12)","tumpukan sampah menggunung , tangsel tetapkan status darurat sampah inews siang ( 29/12 )"
@OfficialiNews,News,"Sekolah di Sumatra Mulai Aktif 5 Januari, Pratikno Pastikan Pembersihan Dikebut | iNews Terkini","Sekolah di Sumatra Mulai Aktif 5 Januari, Pratikno Pastikan Pembersihan Dikebut iNews Terkini","sekolah di sumatra mulai aktif 5 januari, pratikno pastikan pembersihan dikebut inews terkini","sekolah di sumatra mulai aktif 5 januari , pratikno pastikan pembersihan dikebut inews terkini"
@OfficialiNews,News,"Baut Jembatan di Lokasi Banjir Sumatra Dibongkar, Jenderal Maruli Geram: Itu Biadab! | iNews Terkini","Baut Jembatan di Lokasi Banjir Sumatra Dibongkar, Jenderal Maruli Geram: Itu Biadab! iNews Terkini","baut jembatan di lokasi banjir sumatra dibongkar, jenderal maruli geram: itu biadab! inews terkini","baut jembatan di lokasi banjir sumatra dibongkar , jenderal maruli geram : itu biadab ! inews terkini"
@OfficialiNews,News,Edukasi Transportasi Publik: Anak-Anak Belajar Kereta Api Bersama KAI |iNews Siang (29/12),Edukasi Transportasi Publik: Anak-Anak Belajar Kereta Api Bersama KAI iNews Siang (29/12),edukasi transportasi publik: anak-anak belajar kereta api bersama kai inews siang (29/12),edukasi transportasi publik : anak-anak belajar kereta api bersama kai inews siang ( 29/12 )
@OfficialiNews,News,"Kebakaran Panti Werdha Damai Ranomuut, 16 Lansia Meninggal |FULL iNews Today (29/12)","Kebakaran Panti Werdha Damai Ranomuut, 16 Lansia Meninggal FULL iNews Today (29/12)","kebakaran panti werdha damai ranomuut, 16 lansia meninggal full inews today (29/12)","kebakaran panti werdha damai ranomuut , 16 lansia meninggal full inews today ( 29/12 )"
@OfficialiNews,News,Gubernur Pramono Puji Damkar Jakarta: Kucing Kawin & Ibu Hamil Panggil Damkar | iNews Terkini,Gubernur Pramono Puji Damkar Jakarta: Kucing Kawin Ibu Hamil Panggil Damkar iNews Terkini,gubernur pramono puji damkar jakarta: kucing kawin ibu hamil panggil damkar inews terkini,gubernur pramono puji damkar jakarta : kucing kawin ibu hamil panggil damkar inews terkini
@OfficialiNews,News,"Libur Nataru, Jalan Asia Afrika Bandung & Candi Prambanan Ramai Wisatawan |iNews Today (29/12)","Libur Nataru, Jalan Asia Afrika Bandung Candi Prambanan Ramai Wisatawan iNews Today (29/12)","libur nataru, jalan asia afrika bandung candi prambanan ramai wisatawan inews today (29/12)","libur nataru , jalan asia afrika bandung candi prambanan ramai wisatawan inews today ( 29/12 )"
@OfficialiNews,News,"Gubernur Pramono Anung Hibahkan 14 Mobil Damkar untuk Bekasi, Tangsel hingga Karo | iNews Terkini","Gubernur Pramono Anung Hibahkan 14 Mobil Damkar untuk Bekasi, Tangsel hingga Karo iNews Terkini","gubernur pramono anung hibahkan 14 mobil damkar untuk bekasi, tangsel hingga karo inews terkini","gubernur pramono anung hibahkan 14 mobil damkar untuk bekasi , tangsel hingga karo inews terkini"
@OfficialiNews,News,"Banjir Bandang Kembali Terjang Agam, Jalan Matur–Bukittinggi Terputus |iNews Today (29/12)","Banjir Bandang Kembali Terjang Agam, Jalan Matur Bukittinggi Terputus iNews Today (29/12)","banjir bandang kembali terjang agam, jalan matur bukittinggi terputus inews today (29/12)","banjir bandang kembali terjang agam , jalan matur bukittinggi terputus inews today ( 29/12 )"
@OfficialiNews,News,"BNPB Ungkap Korban di Bencana Sumatra Sebanyak 1.142 Korban Jiwa, 163 Hilang dan 399.172 Mengungsi","BNPB Ungkap Korban di Bencana Sumatra Sebanyak 1.142 Korban Jiwa, 163 Hilang dan 399.172 Mengungsi","bnpb ungkap korban di bencana sumatra sebanyak 1.142 korban jiwa, 163 hilang dan 399.172 mengungsi","bnpb ungkap korban di bencana sumatra sebanyak 1.142 korban jiwa , 163 hilang dan 399.172 mengungsi"
@OfficialiNews,News,Polisi Tangkap 5 Tersangka Pembakaran Polsek Muara Batang Gadis |iNews Today (29/12),Polisi Tangkap 5 Tersangka Pembakaran Polsek Muara Batang Gadis iNews Today (29/12),polisi tangkap 5 tersangka pembakaran polsek muara batang gadis inews today (29/12),polisi tangkap 5 tersangka pembakaran polsek muara batang gadis inews today ( 29/12 )
@OfficialiNews,News,"Video Mapping Monas Bikin Penonton Rela Hujan-hujanan, Tetap Padat! | iNews Terkini","Video Mapping Monas Bikin Penonton Rela Hujan-hujanan, Tetap Padat! iNews Terkini","video mapping monas bikin penonton rela hujan-hujanan, tetap padat! inews terkini","video mapping monas bikin penonton rela hujan-hujanan , tetap padat ! inews terkini"
@OfficialiNews,News,"Gedung Sarinah Terbakar, Api Diduga dari Papan Reklame |FULL iNews Pagi (29/12)","Gedung Sarinah Terbakar, Api Diduga dari Papan Reklame FULL iNews Pagi (29/12)","gedung sarinah terbakar, api diduga dari papan reklame full inews pagi (29/12)","gedung sarinah terbakar , api diduga dari papan reklame full inews pagi ( 29/12 )"
@OfficialiNews,News,PAM Jaya Gelar Donor Darah Seri Bertema Perempuan Peduli |iNews Pagi (29/12),PAM Jaya Gelar Donor Darah Seri Bertema Perempuan Peduli iNews Pagi (29/12),pam jaya gelar donor darah seri bertema perempuan peduli inews pagi (29/12),pam jaya gelar donor darah seri bertema perempuan peduli inews pagi ( 29/12 )
@OfficialiNews,News,"Konser Amal Slank di Denpasar, Hasil Lelang untuk Korban Bencana Sumatra |iNews Pagi (29/12)","Konser Amal Slank di Denpasar, Hasil Lelang untuk Korban Bencana Sumatra iNews Pagi (29/12)","konser amal slank di denpasar, hasil lelang untuk korban bencana sumatra inews pagi (29/12)","konser amal slank di denpasar , hasil lelang untuk korban bencana sumatra inews pagi ( 29/12 )"
@OfficialiNews,News,"Enam Desa di Tapanuli Tengah Masih Terisolir, Listrik dan Internet Terputus |iNews Pagi (29/12)","Enam Desa di Tapanuli Tengah Masih Terisolir, Listrik dan Internet Terputus iNews Pagi (29/12)","enam desa di tapanuli tengah masih terisolir, listrik dan internet terputus inews pagi (29/12)","enam desa di tapanuli tengah masih terisolir , listrik dan internet terputus inews pagi ( 29/12 )"
@OfficialiNews,News,"Gempa 4,7 Magnitudo Guncang Agam, Rumah Warga Retak |iNews Pagi (29/12)","Gempa 4,7 Magnitudo Guncang Agam, Rumah Warga Retak iNews Pagi (29/12)","gempa 4,7 magnitudo guncang agam, rumah warga retak inews pagi (29/12)","gempa 4,7 magnitudo guncang agam , rumah warga retak inews pagi ( 29/12 )"
@OfficialiNews,News,Aksi Heroik TNI Selamatkan Warga Hanyut Korban Banjir Bandang Aceh Timur |iNews Pagi (29/12),Aksi Heroik TNI Selamatkan Warga Hanyut Korban Banjir Bandang Aceh Timur iNews Pagi (29/12),aksi heroik tni selamatkan warga hanyut korban banjir bandang aceh timur inews pagi (29/12),aksi heroik tni selamatkan warga hanyut korban banjir bandang aceh timur inews pagi ( 29/12 )
@OfficialiNews,News,"Kapal Tenggelam di NTT, Pelatih Valencia Fernando Martín & 3 Anaknya Meninggal |iNews Pagi (29/12)","Kapal Tenggelam di NTT, Pelatih Valencia Fernando Martín 3 Anaknya Meninggal iNews Pagi (29/12)","kapal tenggelam di ntt, pelatih valencia fernando martín 3 anaknya meninggal inews pagi (29/12)","kapal tenggelam di ntt , pelatih valencia fernando martín 3 anaknya meninggal inews pagi ( 29/12 )"
@OfficialiNews,News,"Muktamar Dipercepat, Konflik Dualisme PBNU Akankah Berakhir? | iNews Malam (28/12)","Muktamar Dipercepat, Konflik Dualisme PBNU Akankah Berakhir? iNews Malam (28/12)","muktamar dipercepat, konflik dualisme pbnu akankah berakhir? inews malam (28/12)","muktamar dipercepat , konflik dualisme pbnu akankah berakhir ? inews malam ( 28/12 )"
@OfficialiNews,News,"Banjir Berarus Deras, Pengendara Motor Nyaris Hanyut Terseret | iNews Malam (28/12)","Banjir Berarus Deras, Pengendara Motor Nyaris Hanyut Terseret iNews Malam (28/12)","banjir berarus deras, pengendara motor nyaris hanyut terseret inews malam (28/12)","banjir berarus deras , pengendara motor nyaris hanyut terseret inews malam ( 28/12 )"
@OfficialiNews,News,"Libur Natal, Candi Prambanan Diserbu Wisatawan | iNews Malam (28/12)","Libur Natal, Candi Prambanan Diserbu Wisatawan iNews Malam (28/12)","libur natal, candi prambanan diserbu wisatawan inews malam (28/12)","libur natal , candi prambanan diserbu wisatawan inews malam ( 28/12 )"
@OfficialiNews,News,"Kapal Tenggelam, Pelatih Valencia & Anaknya Belum Ditemukan | iNews Malam (28/12)","Kapal Tenggelam, Pelatih Valencia Anaknya Belum Ditemukan iNews Malam (28/12)","kapal tenggelam, pelatih valencia anaknya belum ditemukan inews malam (28/12)","kapal tenggelam , pelatih valencia anaknya belum ditemukan inews malam ( 28/12 )"
@OfficialiNews,News,"Detik-Detik Kebakaran di Gedung Sarinah, Pengunjung Panik Berhamburan | Breaking News (28/12)","Detik-Detik Kebakaran di Gedung Sarinah, Pengunjung Panik Berhamburan Breaking News (28/12)","detik-detik kebakaran di gedung sarinah, pengunjung panik berhamburan breaking news (28/12)","detik-detik kebakaran di gedung sarinah , pengunjung panik berhamburan breaking news ( 28/12 )"
@OfficialiNews,News,Kawasan Kota Tua Diserbu Warga | iNews Room (28/12),Kawasan Kota Tua Diserbu Warga iNews Room (28/12),kawasan kota tua diserbu warga inews room (28/12),kawasan kota tua diserbu warga inews room ( 28/12 )
@OfficialiNews,News,Kemhan Bantah Ayu Aulia Terlibat di Tim Kreatif Kemhan | iNews Room (28/12),Kemhan Bantah Ayu Aulia Terlibat di Tim Kreatif Kemhan iNews Room (28/12),kemhan bantah ayu aulia terlibat di tim kreatif kemhan inews room (28/12),kemhan bantah ayu aulia terlibat di tim kreatif kemhan inews room ( 28/12 )
@OfficialiNews,News,"Usai Banjir Bandang, Agam Diguncang Gempa | iNews Room (28/12)","Usai Banjir Bandang, Agam Diguncang Gempa iNews Room (28/12)","usai banjir bandang, agam diguncang gempa inews room (28/12)","usai banjir bandang , agam diguncang gempa inews room ( 28/12 )"
@OfficialiNews,News,"Arus Balik Natal, Jalur Arteri Karawang Padat Kendaraan | iNews Room (28/12)","Arus Balik Natal, Jalur Arteri Karawang Padat Kendaraan iNews Room (28/12)","arus balik natal, jalur arteri karawang padat kendaraan inews room (28/12)","arus balik natal , jalur arteri karawang padat kendaraan inews room ( 28/12 )"
@OfficialiNews,News,"Libur Natal, Pangandaran Berubah Jadi ""Lautan Manusia"" | iNews Room (28/12)","Libur Natal, Pangandaran Berubah Jadi ""Lautan Manusia"" iNews Room (28/12)","libur natal, pangandaran berubah jadi ""lautan manusia"" inews room (28/12)","libur natal , pangandaran berubah jadi "" lautan manusia "" inews room ( 28/12 )"
@OfficialiNews,News,Banjir Bandang Susulan Terjang Agam & Aceh | iNews Sore (28/12),Banjir Bandang Susulan Terjang Agam Aceh iNews Sore (28/12),banjir bandang susulan terjang agam aceh inews sore (28/12),banjir bandang susulan terjang agam aceh inews sore ( 28/12 )
@OfficialiNews,News,"Weekend Terakhir 2025, TMII Diserbu Wisatawan | iNews Sore (28/12)","Weekend Terakhir 2025, TMII Diserbu Wisatawan iNews Sore (28/12)","weekend terakhir 2025, tmii diserbu wisatawan inews sore (28/12)","weekend terakhir 2025 , tmii diserbu wisatawan inews sore ( 28/12 )"
@OfficialiNews,News,Pengusiran Nenek Elina Berbuntut Panjang | iNews Sore (28/12),Pengusiran Nenek Elina Berbuntut Panjang iNews Sore (28/12),pengusiran nenek elina berbuntut panjang inews sore (28/12),pengusiran nenek elina berbuntut panjang inews sore ( 28/12 )
@OfficialiNews,News,"Kapal Tenggelam di Labuan Bajo, Pelatih Valencia Hilang | iNews Sore (28/12)","Kapal Tenggelam di Labuan Bajo, Pelatih Valencia Hilang iNews Sore (28/12)","kapal tenggelam di labuan bajo, pelatih valencia hilang inews sore (28/12)","kapal tenggelam di labuan bajo , pelatih valencia hilang inews sore ( 28/12 )"
@OfficialiNews,News,Canggu Mulai Ramai Wisatawan | iNews Sore (28/12),Canggu Mulai Ramai Wisatawan iNews Sore (28/12),canggu mulai ramai wisatawan inews sore (28/12),canggu mulai ramai wisatawan inews sore ( 28/12 )
@OfficialiNews,News,"Libur Nataru, Simpang Gadog Padat | iNews Sore (28/12)","Libur Nataru, Simpang Gadog Padat iNews Sore (28/12)","libur nataru, simpang gadog padat inews sore (28/12)","libur nataru , simpang gadog padat inews sore ( 28/12 )"
@liputan6_news,News,"Akses Lumpuh, TNI Jalan Kaki Antar Bantuan ke Wilayah Terisolasi di Tapanuli Tengah | Liputan 6","Akses Lumpuh, TNI Jalan Kaki Antar Bantuan ke Wilayah Terisolasi di Tapanuli Tengah Liputan 6","akses lumpuh, tni jalan kaki antar bantuan ke wilayah terisolasi di tapanuli tengah liputan 6","akses lumpuh , tni jalan kaki antar bantuan ke wilayah terisolasi di tapanuli tengah liputan 6"
@liputan6_news,News,"Jakarta Sambut Tahun 2026, Kali Ini Perayaannya Berbeda | Liputan6","Jakarta Sambut Tahun 2026, Kali Ini Perayaannya Berbeda Liputan6","jakarta sambut tahun 2026, kali ini perayaannya berbeda liputan6","jakarta sambut tahun 2026 , kali ini perayaannya berbeda liputan6"
@liputan6_news,News,Misa Requiem Romo Fx Mudji Sutrisno Digelar Di Kolese Kanisius Jakarta | Liputan6,Misa Requiem Romo Fx Mudji Sutrisno Digelar Di Kolese Kanisius Jakarta Liputan6,misa requiem romo fx mudji sutrisno digelar di kolese kanisius jakarta liputan6,misa requiem romo fx mudji sutrisno digelar di kolese kanisius jakarta liputan6
@liputan6_news,News,"Rekayasa Lalin Malam Tahun Baru di Jakarta, Ini Skema Pengalihan Arusnya | Liputan 6","Rekayasa Lalin Malam Tahun Baru di Jakarta, Ini Skema Pengalihan Arusnya Liputan 6","rekayasa lalin malam tahun baru di jakarta, ini skema pengalihan arusnya liputan 6","rekayasa lalin malam tahun baru di jakarta , ini skema pengalihan arusnya liputan 6"
@liputan6_news,News,Kapal Pinisi Wisata KM Dewi Anjani Tenggelam Di Labuan Bajo | Liputan6,Kapal Pinisi Wisata KM Dewi Anjani Tenggelam Di Labuan Bajo Liputan6,kapal pinisi wisata km dewi anjani tenggelam di labuan bajo liputan6,kapal pinisi wisata km dewi anjani tenggelam di labuan bajo liputan6
@liputan6_news,News,Kadishub Jakarta Ungkap Sebanyak 70 Persen Bus Angkutan Nataru Tidak Laik Jalan | Liputan 6,Kadishub Jakarta Ungkap Sebanyak 70 Persen Bus Angkutan Nataru Tidak Laik Jalan Liputan 6,kadishub jakarta ungkap sebanyak 70 persen bus angkutan nataru tidak laik jalan liputan 6,kadishub jakarta ungkap sebanyak 70 persen bus angkutan nataru tidak laik jalan liputan 6
@liputan6_news,News,Drone Bawah Laut Dikerahkan Cari WN Spanyol Yang Tenggelam Di Labuan Bajo | Liputan6,Drone Bawah Laut Dikerahkan Cari WN Spanyol Yang Tenggelam Di Labuan Bajo Liputan6,drone bawah laut dikerahkan cari wn spanyol yang tenggelam di labuan bajo liputan6,drone bawah laut dikerahkan cari wn spanyol yang tenggelam di labuan bajo liputan6
@liputan6_news,News,Kapolda NTT dan Nelayan Ikut Cari Pelatih Valencia Korban Kapal Tenggelam di Labuan Bajo | Liputan 6,Kapolda NTT dan Nelayan Ikut Cari Pelatih Valencia Korban Kapal Tenggelam di Labuan Bajo Liputan 6,kapolda ntt dan nelayan ikut cari pelatih valencia korban kapal tenggelam di labuan bajo liputan 6,kapolda ntt dan nelayan ikut cari pelatih valencia korban kapal tenggelam di labuan bajo liputan 6
@liputan6_news,News,"Menit Menit Mencekam, Angin Porak Porandakan Desa Di Temanggung | Liputan6","Menit Menit Mencekam, Angin Porak Porandakan Desa Di Temanggung Liputan6","menit menit mencekam, angin porak porandakan desa di temanggung liputan6","menit menit mencekam , angin porak porandakan desa di temanggung liputan6"
@liputan6_news,News,Pernak-Pernik Tahun Baru | Liputan 6,Pernak-Pernik Tahun Baru Liputan 6,pernak-pernik tahun baru liputan 6,pernak-pernik tahun baru liputan 6
@liputan6_news,News,Ramai-Ramai Liburan Tahun Baru | Liputan 6,Ramai-Ramai Liburan Tahun Baru Liputan 6,ramai-ramai liburan tahun baru liputan 6,ramai-ramai liburan tahun baru liputan 6
@liputan6_news,News,"Libur Sekolah, MBG Tetap Dibagi | Liputan 6","Libur Sekolah, MBG Tetap Dibagi Liputan 6","libur sekolah, mbg tetap dibagi liputan 6","libur sekolah , mbg tetap dibagi liputan 6"
@liputan6_news,News,Berdesakan Cairkan Bantuan Langsung Tunai | Liputan 6,Berdesakan Cairkan Bantuan Langsung Tunai Liputan 6,berdesakan cairkan bantuan langsung tunai liputan 6,berdesakan cairkan bantuan langsung tunai liputan 6
@liputan6_news,News,Jenazah Romo Mudji Disemayamkan | Liputan 6,Jenazah Romo Mudji Disemayamkan Liputan 6,jenazah romo mudji disemayamkan liputan 6,jenazah romo mudji disemayamkan liputan 6
@liputan6_news,News,"Sopir Belum Mahir, Mobil Tercebur | Liputan 6","Sopir Belum Mahir, Mobil Tercebur Liputan 6","sopir belum mahir, mobil tercebur liputan 6","sopir belum mahir , mobil tercebur liputan 6"
@liputan6_news,News,"Lansia 85 Tahun Terjebak Api di Rumahnya, Warga Putus Asa | Liputan 6","Lansia 85 Tahun Terjebak Api di Rumahnya, Warga Putus Asa Liputan 6","lansia 85 tahun terjebak api di rumahnya, warga putus asa liputan 6","lansia 85 tahun terjebak api di rumahnya , warga putus asa liputan 6"
@liputan6_news,News,Keliling Jakarta Naik Bus Tingkat | Liputan 6,Keliling Jakarta Naik Bus Tingkat Liputan 6,keliling jakarta naik bus tingkat liputan 6,keliling jakarta naik bus tingkat liputan 6
@liputan6_news,News,Sidang Duplik Kasus Prada Lucky | Liputan 6,Sidang Duplik Kasus Prada Lucky Liputan 6,sidang duplik kasus prada lucky liputan 6,sidang duplik kasus prada lucky liputan 6
@liputan6_news,News,"Detik-detik Banjir Terjang Jembatan di Sukabumi, Warga Terisolasi! | Liputan 6","Detik-detik Banjir Terjang Jembatan di Sukabumi, Warga Terisolasi! Liputan 6","detik-detik banjir terjang jembatan di sukabumi, warga terisolasi! liputan 6","detik-detik banjir terjang jembatan di sukabumi , warga terisolasi ! liputan 6"
@liputan6_news,News,Demo Buruh Tolak UMP Jakarta | Liputan 6,Demo Buruh Tolak UMP Jakarta Liputan 6,demo buruh tolak ump jakarta liputan 6,demo buruh tolak ump jakarta liputan 6
@liputan6_news,News,Saat Kantor Kelurahan Kebalen Jadi Lokasi Pembuangan Sampah Dadakan | Liputan 6,Saat Kantor Kelurahan Kebalen Jadi Lokasi Pembuangan Sampah Dadakan Liputan 6,saat kantor kelurahan kebalen jadi lokasi pembuangan sampah dadakan liputan 6,saat kantor kelurahan kebalen jadi lokasi pembuangan sampah dadakan liputan 6
@liputan6_news,News,Pemerintah Percepat Proses pemulihan Pascabencana Sumatra | Liputan 6,Pemerintah Percepat Proses pemulihan Pascabencana Sumatra Liputan 6,pemerintah percepat proses pemulihan pascabencana sumatra liputan 6,pemerintah percepat proses pemulihan pascabencana sumatra liputan 6
@liputan6_news,News,Identifikasi Korban Kebakaran Panti Wreda | Liputan 6,Identifikasi Korban Kebakaran Panti Wreda Liputan 6,identifikasi korban kebakaran panti wreda liputan 6,identifikasi korban kebakaran panti wreda liputan 6
@liputan6_news,News,"TPA Longsor, Sampah Tutupi Jalan | Liputan 6","TPA Longsor, Sampah Tutupi Jalan Liputan 6","tpa longsor, sampah tutupi jalan liputan 6","tpa longsor , sampah tutupi jalan liputan 6"
